strain	author	submitting_lab
A/Anseranser/Belgium/148040002/2022	"Van Borm, Steven; Roupie, Virginie; Hostyn, Pierre; Mathijs, Elisabeth; Lambrecht, Benedicte; Steensels, Mieke"	"Sciensano, Department Of Animal Infectious Diseases"
A/Gallusgallus/Belgium/171000001/2021	"Van Borm, Steven; Roupie, Virginie; Lambrecht, Benedicte; Mathijs, Elisabeth; Steensels, Mieke"	"Sciensano, Department Of Animal Infectious Diseases"
A/Anseralbifrons/Belgium/154650010/2021	"Van Borm, Steven; Roupie, Virginie; Lambrecht, Benedicte; Mathijs, Elisabeth; Steensels, Mieke"	"Sciensano, Department Of Animal Infectious Diseases"
A/Gallusgallus/Belgium/16070003/2021	"Van Borm, Steven; Roupie, Virginie; Lambrecht, Benedicte; Mathijs, Elisabeth; Steensels, Mieke"	"Sciensano, Department Of Animal Infectious Diseases"
A/Gallusgallus/Belgium/15977/2021	"Van Borm, Steven; Roupie, Virginie; Lambrecht, Benedicte; Mathijs, Elisabeth; Steensels, Mieke"	"Sciensano, Department Of Animal Infectious Diseases"
A/Brantaleucopsis/Belgium/147350001/2021	"Van Borm, Steven; Roupie, Virginie; Lambrecht, Benedicte; Mathijs, Elisabeth; Steensels, Mieke"	"Sciensano, Department Of Animal Infectious Diseases"
A/Thalasseussandvicensis/Belgium/74730009/2022	"Van Borm, Steven; Roupie, Virginie; Lambrecht, Benedicte; Mathijs, Elisabeth; Steensels, Mieke"	"Sciensano, Department Of Animal Infectious Diseases"
A/Falcoperegrinus/Belgium/40550002/2022	"Van Borm, Steven; Roupie, Virginie; Lambrecht, Benedicte; Mathijs, Elisabeth; Steensels, Mieke"	"Sciensano, Department Of Animal Infectious Diseases"
A/Tytoalba/Belgium/3340012/2021	"Van Borm, Steven; Vandenbussche, Frank; Roupie, Virginie; Lambrecht, Benedicte; Steensels, Mieke"	"Sciensano, Department Of Animal Infectious Diseases"
A/Buteobuteo/belgium/3340013/2021	"Van Borm, Steven; Vandenbussche, Frank; Roupie, Virginie; Lambrecht, Benedicte; Steensels, Mieke"	"Sciensano, Department Of Animal Infectious Diseases"
A/Phalacrocoraxcarbo/Belgium/17340002/2022	"Van Borm, Steven; Vandenbussche, Frank; Roupie, Virginie; Lambrecht, Benedicte; Steensels, Mieke"	"Sciensano, Department Of Animal Infectious Diseases"
A/Buteobuteo/Belgium/26060006/2022	"Van Borm, Steven; Vandenbussche, Frank; Roupie, Virginie; Lambrecht, Benedicte; Steensels, Mieke"	"Sciensano, Department Of Animal Infectious Diseases"
A/duck/Cyprus/752222VIR1213313/2022	"Vasiliki, C.; Pastori, A.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/duck/Cyprus/749122VIR121335/2022	"Vasiliki, C.; Pastori, A.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/goose/Cyprus/746122VIR121333/2022	"Vasiliki, C.; Pastori, A.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/goose/Cyprus/750322VIR1213311/2022	"Vasiliki, C.; Pastori, A.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/duck/Cyprus/745122VIR121331/2022	"Vasiliki, C.; Pastori, A.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/goose/Cyprus/749322VIR121337/2022	"Vasiliki, C.; Pastori, A.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/duck/Cyprus/750222VIR1213310/2022	"Vasiliki,C.;Pastori, A.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/chicken/Cameroon/16VIR379116/2016	"Wade,A.; Monne,I.; Taiga; Fouda,M.; Abari,M.; Feussom,J.M.; Zecchin,B.; Fusaro,A.; Milani,A.; Terregino,C."	
A/chicken/Cameroon/16VIR379122/2016	"Wade,A.; Monne,I.; Taiga; Fouda,M.; Abari,M.; Feussom,J.M.; Zecchin,B.; Fusaro,A.; Milani,A.; Terregino,C."	
A/chicken/Cameroon/16VIR379112/2016	"Wade,A.; Monne,I.; Taiga; Fouda,M.; Abari,M.; Feussom,J.M.; Zecchin,B.; Fusaro,A.; Milani,A.; Terregino,C."	
A/duck/Cameroon/16VIR379121/2016	"Wade,A.; Monne,I.; Taiga; Fouda,M.; Abari,M.; Feussom,J.M.; Zecchin,B.; Fusaro,A.; Milani,A.; Terregino,C."	
A/Environment/Hunan/18478/2014	"Wang,Dayan;Li,Xiaodan;Zou,Shumei;Zhang,Ye;Bo,Hong;Li,Xiyan;Chen,Wenbing;Yang,Lei;Shu,Yuelong"	Who Chinese National Influenza Center
A/Environment/Hunan/28147/2014	"Wang,Dayan;Li,Xiaodan;Zou,Shumei;Zhang,Ye;Bo,Hong;Li,Xiyan;Chen,Wenbing;Yang,Lei;Shu,Yuelong"	Who Chinese National Influenza Center
A/environment/Guangxi/03218/2012	"Wang,Dayan;Li,Xiaodan;Zou,Shumei;Zhang,Ye;Bo,Hong;Li,Xiyan;Chen,Wenbing;Yang,Lei;Shu,Yuelong"	Who Chinese National Influenza Center
A/environment/Shaanxi/03243/2012	"Wang,Dayan;Li,Xiaodan;Zou,Shumei;Zhang,Ye;Bo,Hong;Li,Xiyan;Chen,Wenbing;Yang,Lei;Shu,Yuelong"	Who Chinese National Influenza Center
A/Environment/Chongqing/28922/2014	"Wang,Dayan;Li,Xiaodan;Zou,Shumei;Zhang,Ye;Bo,Hong;Li,Xiyan;Chen,Wenbing;Yang,Lei;Shu,Yuelong"	Who Chinese National Influenza Center
A/Environment/Chongqing/45133/2015	"Wang,Dayan;Li,Xiaodan;Zou,Shumei;Zhang,Ye;Bo,Hong;Li,Xiyan;Chen,Wenbing;Yang,Lei;Shu,Yuelong"	Who Chinese National Influenza Center
A/Environment/Guangxi/14313/2013	"Wang,Dayan;Li,Xiaodan;Zou,Shumei;Zhang,Ye;Bo,Hong;Li,Xiyan;Chen,Wenbing;Yang,Lei;Shu,Yuelong"	Who Chinese National Influenza Center
A/duck/Shanghai/ZXC04/2017	"Wang,f."	
A/duck/Shanghai/ZXC03/2017	"Wang,f."	
A/duck/HuluSungaiUtara/A05220640304/2022	"Wibawa, Hendra; Wibowo, Putut Eko; Lestari, -; Irianingsih, Sri Handayani; Supriyadi, Arif; Fiqri, Anna Januar; Fahmia, Zaza; Silaban, Jesiaman; Mulyawan, Herdiyanto"	Balai Besar Veteriner Wates
A/duck/HuluSungaiUtara/A05220670607/2022	"Wibawa, Hendra; Wibowo, Putut Eko; Lestari, -; Irianingsih, Sri Handayani; Supriyadi, Arif; Fiqri, Anna Januar; Fahmia, Zaza; Silaban, Jesiaman; Mulyawan, Herdiyanto"	Balai Besar Veteriner Wates
A/duck/HuluSungaiUtara/A052206406/2022	"Wibawa, Hendra; Wibowo, Putut Eko; Lestari, -; Irianingsih, Sri Handayani; Supriyadi, Arif; Fiqri, Anna Januar; Fahmia, Zaza; Silaban, Jesiaman; Mulyawan, Herdiyanto"	Balai Besar Veteriner Wates
A/chicken/LampungUtara/03160218/2016	"Wibawa,H.; Poermadjaja,B.; Mulyawan,H.; Dharmawan,R.; Mahawan,T.; Hutagaol,N.M.; Miswati,Y.; Srihanto,E.A.; Hartawan,D.H.W.; Hendrawati,F.; Riyadi,A.; Deswarni; Tri Harsono,A.; Hartaningsih,N.; Azhar,M.; Stegemen,A.; Mc Grane,J.; Rasa,F.S.T."	
A/chicken/Sleman/04141596/2014	"Wibawa,H.; Poermadjaja,B.; Mulyawan,H.; Dharmawan,R.; Mahawan,T.; Hutagaol,N.M.; Miswati,Y.; Srihanto,E.A.; Hartawan,D.H.W.; Hendrawati,F.; Riyadi,A.; Deswarni; Tri Harsono,A.; Hartaningsih,N.; Azhar,M.; Stegemen,A.; Mc Grane,J.; Rasa,F.S.T."	
A/quail/Sukoharjo/04152003/2015	"Wibawa,H.; Poermadjaja,B.; Mulyawan,H.; Dharmawan,R.; Mahawan,T.; Hutagaol,N.M.; Miswati,Y.; Srihanto,E.A.; Hartawan,D.H.W.; Hendrawati,F.; Riyadi,A.; Deswarni; Tri Harsono,A.; Hartaningsih,N.; Azhar,M.; Stegemen,A.; Mc Grane,J.; Rasa,F.S.T."	
A/chicken/Sukoharjo/04160454/2016	"Wibawa,H.; Poermadjaja,B.; Mulyawan,H.; Dharmawan,R.; Mahawan,T.; Hutagaol,N.M.; Miswati,Y.; Srihanto,E.A.; Hartawan,D.H.W.; Hendrawati,F.; Riyadi,A.; Deswarni; Tri Harsono,A.; Hartaningsih,N.; Azhar,M.; Stegemen,A.; Mc Grane,J.; Rasa,F.S.T."	
A/chicken/PakOuDistrict/NL1942877/2016	"Wong,F.Y.; Phommachanh,P.; Chanthavisouk,C.; Kalpravidh,W.; Mileto,P.; Davies,K.R.; Stevens,V.; Khounsy,S.; Bounma,P.; Phonsavat,S.; Phiphakhavong,S.; Souriya,M.; Khambounheuang,B.; Chanphengxay,S.; Butler,J.; Shan,S.; Broz,I.; Morrissy,C.; Eagles,D.; Douangngeun,B."	
A/chicken/LuangPrabang/NL1621315/2016	"Wong,F.Y.; Phommachanh,P.; Chanthavisouk,C.; Kalpravidh,W.; Mileto,P.; Davies,K.R.; Stevens,V.; Khounsy,S.; Bounma,P.; Phonsavat,S.; Phiphakhavong,S.; Souriya,M.; Khambounheuang,B.; Chanphengxay,S.; Butler,J.; Shan,S.; Broz,I.; Morrissy,C.; Eagles,D.; Douangngeun,B."	
A/chicken/LuangPrabang/NL1621316/2016	"Wong,F.Y.; Phommachanh,P.; Chanthavisouk,C.; Kalpravidh,W.; Mileto,P.; Davies,K.R.; Stevens,V.; Khounsy,S.; Bounma,P.; Phonsavat,S.; Phiphakhavong,S.; Souriya,M.; Khambounheuang,B.; Chanphengxay,S.; Butler,J.; Shan,S.; Broz,I.; Morrissy,C.; Eagles,D.; Douangngeun,B."	
A/chicken/LuangPrabang/NL1621314/2016	"Wong,F.Y.; Phommachanh,P.; Chanthavisouk,C.; Kalpravidh,W.; Mileto,P.; Davies,K.R.; Stevens,V.; Khounsy,S.; Bounma,P.; Phonsavat,S.; Phiphakhavong,S.; Souriya,M.; Khambounheuang,B.; Chanphengxay,S.; Butler,J.; Shan,S.; Broz,I.; Morrissy,C.; Eagles,D.; Douangngeun,B."	
A/chicken/LuangPrabang/NL1621317/2016	"Wong,F.Y.; Phommachanh,P.; Chanthavisouk,C.; Kalpravidh,W.; Mileto,P.; Davies,K.R.; Stevens,V.; Khounsy,S.; Bounma,P.; Phonsavat,S.; Phiphakhavong,S.; Souriya,M.; Khambounheuang,B.; Chanphengxay,S.; Butler,J.; Shan,S.; Broz,I.; Morrissy,C.; Eagles,D.; Douangngeun,B."	
A/chicken/LuangPrabang/NL1621312/2016	"Wong,F.Y.; Phommachanh,P.; Chanthavisouk,C.; Kalpravidh,W.; Mileto,P.; Davies,K.R.; Stevens,V.; Khounsy,S.; Bounma,P.; Phonsavat,S.; Phiphakhavong,S.; Souriya,M.; Khambounheuang,B.; Chanphengxay,S.; Butler,J.; Shan,S.; Broz,I.; Morrissy,C.; Eagles,D.; Douangngeun,B."	
A/chicken/LuangPrabangDistrict/NL1942879/2016	"Wong,F.Y.; Phommachanh,P.; Chanthavisouk,C.; Kalpravidh,W.; Mileto,P.; Davies,K.R.; Stevens,V.; Khounsy,S.; Bounma,P.; Phonsavat,S.; Phiphakhavong,S.; Souriya,M.; Khambounheuang,B.; Chanphengxay,S.; Butler,J.; Shan,S.; Broz,I.; Morrissy,C.; Eagles,D.; Douangngeun,B."	
A/chicken/LuangPrabang/NL1621313/2016	"Wong,F.Y.; Phommachanh,P.; Chanthavisouk,C.; Kalpravidh,W.; Mileto,P.; Davies,K.R.; Stevens,V.; Khounsy,S.; Bounma,P.; Phonsavat,S.; Phiphakhavong,S.; Souriya,M.; Khambounheuang,B.; Chanphengxay,S.; Butler,J.; Shan,S.; Broz,I.; Morrissy,C.; Eagles,D.; Douangngeun,B."	
A/chicken/ThathomDistrict/NL1942881/2017	"Wong,F.Y.; Phommachanh,P.; Chanthavisouk,C.; Kalpravidh,W.; Mileto,P.; Davies,K.R.; Stevens,V.; Khounsy,S.; Bounma,P.; Phonsavat,S.; Phiphakhavong,S.; Souriya,M.; Khambounheuang,B.; Chanphengxay,S.; Butler,J.; Shan,S.; Broz,I.; Morrissy,C.; Eagles,D.; Douangngeun,B."	
A/chicken/ThathomDistrict/NL1942880/2017	"Wong,F.Y.; Phommachanh,P.; Chanthavisouk,C.; Kalpravidh,W.; Mileto,P.; Davies,K.R.; Stevens,V.; Khounsy,S.; Bounma,P.; Phonsavat,S.; Phiphakhavong,S.; Souriya,M.; Khambounheuang,B.; Chanphengxay,S.; Butler,J.; Shan,S.; Broz,I.; Morrissy,C.; Eagles,D.; Douangngeun,B."	
A/chicken/ThatengDistrict/NL1942888/2018	"Wong,F.Y.; Phommachanh,P.; Chanthavisouk,C.; Kalpravidh,W.; Mileto,P.; Davies,K.R.; Stevens,V.; Khounsy,S.; Bounma,P.; Phonsavat,S.; Phiphakhavong,S.; Souriya,M.; Khambounheuang,B.; Chanphengxay,S.; Butler,J.; Shan,S.; Broz,I.; Morrissy,C.; Eagles,D.; Douangngeun,B."	
A/chicken/ThatengDistrict/NL1942889/2018	"Wong,F.Y.; Phommachanh,P.; Chanthavisouk,C.; Kalpravidh,W.; Mileto,P.; Davies,K.R.; Stevens,V.; Khounsy,S.; Bounma,P.; Phonsavat,S.; Phiphakhavong,S.; Souriya,M.; Khambounheuang,B.; Chanphengxay,S.; Butler,J.; Shan,S.; Broz,I.; Morrissy,C.; Eagles,D.; Douangngeun,B."	
A/chicken/SanasombounDistrict/NL1942886/2017	"Wong,F.Y.; Phommachanh,P.; Chanthavisouk,C.; Kalpravidh,W.; Mileto,P.; Davies,K.R.; Stevens,V.; Khounsy,S.; Bounma,P.; Phonsavat,S.; Phiphakhavong,S.; Souriya,M.; Khambounheuang,B.; Chanphengxay,S.; Butler,J.; Shan,S.; Broz,I.; Morrissy,C.; Eagles,D.; Douangngeun,B."	
A/chicken/SanasombounDistrict/NL1942883/2017	"Wong,F.Y.; Phommachanh,P.; Chanthavisouk,C.; Kalpravidh,W.; Mileto,P.; Davies,K.R.; Stevens,V.; Khounsy,S.; Bounma,P.; Phonsavat,S.; Phiphakhavong,S.; Souriya,M.; Khambounheuang,B.; Chanphengxay,S.; Butler,J.; Shan,S.; Broz,I.; Morrissy,C.; Eagles,D.; Douangngeun,B."	
A/chicken/Lao/M05/2014	"Wong,F.Y.; Phommachanh,P.; Chanthavisouk,C.; Kalpravidh,W.; Mileto,P.; Davies,K.R.; Stevens,V.; Khounsy,S.; Bounma,P.; Phonsavat,S.; Phiphakhavong,S.; Souriya,M.; Khambounheuang,B.; Chanphengxay,S.; Butler,J.; Shan,S.; Broz,I.; Morrissy,C.; Eagles,D.; Douangngeun,B."	
A/chicken/Lao/M06/2014	"Wong,F.Y.; Phommachanh,P.; Chanthavisouk,C.; Kalpravidh,W.; Mileto,P.; Davies,K.R.; Stevens,V.; Khounsy,S.; Bounma,P.; Phonsavat,S.; Phiphakhavong,S.; Souriya,M.; Khambounheuang,B.; Chanphengxay,S.; Butler,J.; Shan,S.; Broz,I.; Morrissy,C.; Eagles,D.; Douangngeun,B."	
A/duck/Zhejiang/1220092/2014	"Wu,H.; Peng,X.; Cheng,L.; Lu,X.; Jin,C.; Xie,T.; Yao,H.; Wu,N."	
A/pigeon/Zhejiang/727097/2014	"Wu,H.; Peng,X.; Cheng,L.; Lu,X.; Jin,C.; Xie,T.; Yao,H.; Wu,N."	
A/duck/Zhejiang/2245/2011	"Wu,H.; Wu,N."	
A/duck/Zhejiang/2248/2011	"Wu,H.; Wu,N."	
A/swine/Zhejiang/SW57/2015	"Wu,H.; Wu,N."	
A/Vietnam/UT36236/2010	"Yamaji,R.; Yamada,S.; Le,M.Q.; Li,C.; Chen,H.; Qurnianingsih,E.; Nidom,C.A.; Ito,M.; Sakai-Tagawa,Y.; Kawaoka,Y."	
A/Vietnam/UT36282/2010	"Yamaji,R.; Yamada,S.; Le,M.Q.; Li,C.; Chen,H.; Qurnianingsih,E.; Nidom,C.A.; Ito,M.; Sakai-Tagawa,Y.; Kawaoka,Y."	
A/Brownheadedgull/Tibet/1/2010	"Yanbing,Li;Yanfang,Cui;Yulei,Li;Minghui,Li;Lu,Zhao;Deli,Wang"	Harbin Veterinary Research Institute (caas)
A/Brownheadedgull/Tibet/2/2010	"Yanbing,Li;Yanfang,Cui;Yulei,Li;Minghui,Li;Lu,Zhao;Deli,Wang"	Harbin Veterinary Research Institute (caas)
A/Blackswan/Jiangsu/5/2015	"Yanbing,Li;Yanfang,Cui;Yulei,Li;Minghui,Li;Lu,Zhao;Deli,Wang"	Harbin Veterinary Research Institute (caas)
A/Barheadedgoose/Tibet/5/2015	"Yanbing,Li;Yanfang,Cui;Yulei,Li;Minghui,Li;Lu,Zhao;Deli,Wang"	Harbin Veterinary Research Institute (caas)
A/Brownheadedgull/Tibet/4/2015	"Yanbing,Li;Yanfang,Cui;Yulei,Li;Minghui,Li;Lu,Zhao;Deli,Wang"	Harbin Veterinary Research Institute (caas)
A/Barheadedgoose/Tibet/3/2015	"Yanbing,Li;Yanfang,Cui;Yulei,Li;Minghui,Li;Lu,Zhao;Deli,Wang"	Harbin Veterinary Research Institute (caas)
A/Chicken/Shandong/J06/2009	"yanbo,yin;dongdong,wang;linlin,liu;xiliang,wang;penghui,yang;xin,liu;keyu,wang;chengcai,lai"	Beijing Institute Of Microbiology And Epidemiology
A/Duck/Shandong/Y02/2009	"yanbo,yin;dongdong,wang;linlin,liu;xiliang,wang;penghui,yang;xin,liu;keyu,wang;chengcai,lai"	Beijing Institute Of Microbiology And Epidemiology
A/chicken/Cambodia/1K241C1/2017	"Yann,Sokhoun; Siegers,Jurre Y.; Aziz,Ammar; Deng,Yi-Mo; Edwards,Kimberly M.; Wei,Xiaoman; Aziz,Ammar; Tum,Sothyra; Wong,Frank; Lewis,Nicola S.; Thielen,Peter; Claes,Filip; Barr,Ian G.; Dhanasekaran,Vijaykrishna; Karlsson,Erik A."	Hong Kong University
A/pigeon/Hubei/RP25/2012	"Yao,Y.; Chen,J."	
A/chicken/Egypt/F71/2022	"Yehia,N.; Hagag,N.; Arafa,A.E.; Mostafa,A.; Ali,A."	
A/Nanjing/1/2015	"Yong,W.; Shi,L.; Qiao,M."	
A/crow/Hokkaido/0101Q061/2022	"Yoshihiro, SAKODA; Norikazu, ISODA; Takahiro, HIONO"	"Graduate School Of Veterinary Medicine, Hokkaido University"
A/crow/Hokkaido/0102L015/2022	"Yoshihiro, SAKODA; Norikazu, ISODA; Takahiro, HIONO"	"Graduate School Of Veterinary Medicine, Hokkaido University"
A/chicken/Hokkaido/HUE008/2022	"Yoshihiro, Sakoda; Norikazu, Isoda; Takahiro, Hiono; Hew, Yik Lim"	"Graduate School Of Veterinary Medicine, Hokkaido University"
A/largebilledcrow/Hokkaido/B008/2023	"Yoshihiro, Sakoda; Norikazu, Isoda; Takahiro, Hiono; Yik Lim, Hew"	"Graduate School Of Veterinary Medicine, Hokkaido University"
A/largebilledcrow/Hokkaido/B006/2023	"Yoshihiro, Sakoda; Norikazu, Isoda; Takahiro, Hiono; Yik Lim, Hew"	"Graduate School Of Veterinary Medicine, Hokkaido University"
A/crow/Hokkaido/0102M086/2022	"Yoshihiro, Sakoda; Takahiro, Hiono; Norikazu, Isoda"	"Graduate School Of Veterinary Medicine, Hokkaido University"
A/crow/Hokkaido/0102L010/2022	"Yoshihiro, Sakoda; Takahiro, Hiono; Norikazu, Isoda"	"Graduate School Of Veterinary Medicine, Hokkaido University"
A/Hubei/1/2010	"Yu Lan,Wei Wang,Shumei Zou,Zi Li,Leying Wen,Xiaodan Li,Libo Dong,Dexin Li,Yuelong Shu"	Who Chinese National Influenza Center
A/Jiangsu/NJ210/2023	"Yu,huiyan;Qi,xian;Wang,shenjiao;Deng,fei"	Jiangsu Provincial Center For Disease Control & Prevention
A/goose/Guangdong/SH7/2013	"Yuandi,Yu;Zaoyue,Zhang;Wenbao,Qi;Ming,Liao"	South China Agricultural University
A/greaterwhitefrontedgoose/Italy/20VIR80734/2020	"Zecchin, B.; Fusaro, A.; Milani, A.; Schivo, A.; Salviato, A.; Pastori, A.; Zamperin, G.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/Eurasianwigeon/Italy/20VIR7301206/2020	"Zecchin, B.; Fusaro, A.; Pastori, A.; Milani, A.; Salviato, A.; Schivo, A.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/duck/Hunan/3/2007	"Zhang,H.; Chen,Z."	
A/environment/Changsha/213/2014	"Zhang,R.S.; Yao,D.; Ye,W.; Chen,J.F.; Liu,X.L.; Ou,X.H."	
A/duck/EasternChina/057/2007	"Zhao,G.; Liu,X."	
A/chicken/NorthChina/k0604/2010	"Zhao,G.; Liu,X."	
A/chicken/Tibet/XZ1/2012	"Zhou,S.; Ge Sang,Z.; Suo Lang,S."	
A/Greatwhitepelican/Israel/619/2021	"Zuckerman, N.S; Mandelboim,M; Bucris,E; Morad,H; Geva,M; ZilbertzanItay,O; Bar-OrI,I; S.Fratty,I; Berkovitch,A; Lublin,A; Simanov,L; Hadas,R; Farnoushi,Y; Shkoda,I"	Kimron Veterinary Institute
A/Littleegret/Israel/172/2022	"Zuckerman, N.S; Mandelboim,M; Bucris,E; Morad,H; Geva,M; ZilbertzanItay,O; Bar-OrI,I; S.Fratty,I; Berkovitch,A; Lublin,A; Simanov,L; Hadas,R; Farnoushi,Y; Shkoda,I"	Kimron Veterinary Institute
A/Greatwhitepelican/Israel/123/2022	"Zuckerman, N.S; Mandelboim,M; Bucris,E; Morad,H; Geva,M; ZilbertzanItay,O; Bar-OrI,I; S.Fratty,I; Berkovitch,A; Lublin,A; Simanov,L; Hadas,R; Farnoushi,Y; Shkoda,I"	Kimron Veterinary Institute
A/commonkestel/Israel/492/2022	"Zuckerman, N.S; Mandelboim,M; Bucris,E; Morad,H; Geva,M; ZilbertzanItay,O; Bar-OrI,I; S.Fratty,I; Berkovitch,A; Lublin,A; Simanov,L; Hadas,R; Farnoushi,Y; Shkoda,I"	Kimron Veterinary Institute
A/turkey/Israel/537/2021	"Zuckerman, N.S; Mandelboim,M; t Bucris,E;  Morad,H; Geva,M; ZilbertzanItay,O; Bar-OrI,I;  S.Fratty,I; Berkovitch,A; Lublin,A; Simanov,L; Hadas,R;  Farnoushi,Y; Shkoda,I"	Kimron Veterinary Institute
